dataset,sample_id,candidate_set,anchor_candidate_audio_cosine,candidate_pairwise_audio_cosine,unique_candidate_count,same_video_or_self_count,semantic_class_available,same_semantic_class_rate,unique_semantic_class_count
vggss,1cwGW0cBdRs_000030,random4,0.5964922,0.6424148,4,0,True,0.0,3
vggss,1cxvg7qu0G0_000070,random4,0.57411444,0.61208767,4,0,True,0.0,4
vggss,1dyFP4MGkIM_000030,random4,0.62634623,0.60459036,4,0,True,0.0,4
vggss,1eBzpkIY-TY_000198,random4,0.6763023,0.6149383,4,0,True,0.0,4
vggss,1f-L1M-S6RQ_000030,random4,0.59910864,0.55360156,4,0,True,0.25,4
vggss,1g3n6Zaqid8_000064,random4,0.46899197,0.6285235,4,0,True,0.0,4
vggss,1gSwLBNvEWE_000034,random4,0.6001218,0.59718496,4,0,True,0.0,4
vggss,1gWu-9hPzFs_000022,random4,0.66929895,0.5898629,4,0,True,0.0,4
vggss,1hba9jmspEQ_000030,random4,0.6427402,0.5725953,4,0,True,0.0,4
vggss,1hknEtsmdOc_000030,random4,0.5962535,0.6110937,4,0,True,0.0,4
vggss,1hoUEfsTmdE_000030,random4,0.60899794,0.6890192,4,0,True,0.0,4
vggss,1hwkxJOl1PY_000020,random4,0.6555168,0.65828377,4,0,True,0.0,4
vggss,1kTMiyc5eXg_000163,random4,0.66749775,0.6872182,4,0,True,0.0,4
vggss,1kiR-BU9Fik_000071,random4,0.55171615,0.5134109,4,0,True,0.0,4
vggss,1mkIuq3rjUg_000019,random4,0.58516115,0.5719035,4,0,True,0.0,4
vggss,1n6JyJt4kJ4_000018,random4,0.59027576,0.7039127,4,0,True,0.0,4
vggss,1nUqhH8bAPk_000030,random4,0.6757256,0.57346135,4,0,True,0.0,4
vggss,1oJAVJPX0YY_000020,random4,0.59994,0.649064,4,0,True,0.25,4
vggss,1obzCbmFpa8_000410,random4,0.7304048,0.6453435,4,0,True,0.0,4
vggss,1p3NSKpuJDs_000144,random4,0.6607079,0.56353194,4,0,True,0.0,4
vggss,1p5jl5JeZx8_000117,random4,0.535106,0.5973831,4,0,True,0.0,4
vggss,1q8kkQhS97g_000140,random4,0.54771537,0.5967679,4,0,True,0.0,4
