sample_id,AUD_iou,IQR_iou
2PHV2xNjGVU_000126,0.10677036665352496,0.11118288558726298
2Pl5B1Tpn1U_000024,0.30945850828863375,0.31632518871150156
2QuZzkvq_YQ_000000,0.29239766081871343,0.2947028491067243
2REf8hLLYMw_000030,0.3823416716842739,0.398960475211332
2RHarmH7DEk_000024,0.7858206933911159,0.765334758786583
2SchRwpsT7s_000048,0.6662990736656375,0.670867895770437
2Ssh4YWMroo_000030,0.6130810165073849,0.5483923263982707
2T8OhRXZDTs_000030,0.3543389786004989,0.3379695916001909
2TprtMP1RDo_000030,0.3904608488583835,0.3813848295059151
2U5f3uTl7qg_000167,0.36246088445415364,0.516596956483047
2UvzCdos0nc_000036,0.146848658593984,0.15774233579997243
2VFVe0RCn7g_000010,0.516952864902751,0.5391384292093512
2Vg5WTQZqwI_000022,0.43831326079235416,0.4481801150809581
2VptepDtAZ4_000058,0.14633002423200187,0.1466050591275746
2VptepDtAZ4_000071,0.2858211747100636,0.3006818559787128
2Vu6HtlYio4_000219,0.6068042794823678,0.5766953385803748
2W4dw8XuetE_000050,0.5338600451467269,0.5387128389415223
2Wk4Y3_dMuc_000440,0.20124314442413163,0.21339950372208435
2YJpjSldLtg_000495,0.40163435625489,0.3856588338411453
2YW7WBtqzzQ_000000,0.15456502038966924,0.1379641485275288
2YXcqoFlYFY_000160,0.5208255237619226,0.5087323000983037
2ZNKLUHeJtg_000030,0.3088341201888453,0.264235804353064
2ZZEtUCIkUw_000030,0.4713763370443135,0.44167497507477566
2ZogsGp-T4o_000040,0.2662183714815294,0.26936505883874307
2_RltCGlGOA_000010,0.14872439118670275,0.1502880765600078
2bCuw7U_Rac_000390,0.7728745948641237,0.764249975473364
2bYyywE97aA_000030,0.5642216139426909,0.5313939479838424
2cEM6Hu90v0_000038,0.38747402790145447,0.42505694760820045
2drXOn18U3Q_000136,0.5832953781421476,0.4904983245054589
2eDP3jKoUd4_000030,0.5877041126655126,0.5832662149997632
2eYaXTKSpMI_000004,0.5676416819012797,0.5702664673291707
2es7oZzwLWM_000030,0.5430753819183571,0.5527715215215215
2f7NnTVQzR0_000150,0.3259858540839066,0.3140550183081401
2ffgd7k0vI8_000040,0.48348870798319327,0.4922726034858388
2g5hx_rynAI_000035,0.28437336473050756,0.2631817906652945
2j4dsRMuj4Y_000079,0.48103805765500635,0.4213397790055249
2kHcvpsu_QY_000030,0.6659219263948365,0.6494808662118066
2kQCMxf0onU_000036,0.6027659865808572,0.5306748466257669
2kdJKmgMcxU_000000,0.7767373090192213,0.7627692558746736
2ke9wf3Ajkg_000080,0.4021428781679569,0.3788110900844072
2mQ1JOOs6LE_000054,0.6719141553685022,0.6846114617198955
2mw1UMcc_Ys_000030,0.05620623412034455,0.055448480355819126
2o4-lEtFb2k_000060,0.5365302382406841,0.5511618949801002
