dataset,model,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,lambda025k_latest,gt_nearfp_gap,0.01289581082577776,0.013810664415359497,-0.010720133781433105,0.04020838439464569,0.050928518176078796,0.011129358464604234,0.014629380108320655,5075
vggss,lambda025k_latest,gt_vs_nearfp_auroc,0.5808512964092013,0.600372314453125,0.46623992919921875,0.7124252319335938,0.246185302734375,0.5760617842143101,0.5857879033807116,5075
vggss,lambda025k_latest,coverage,0.21336674804115185,0.0025943417135453426,0.0,0.4268549820439811,0.4268549820439811,0.20424566858207505,0.22262582446884852,5158
vggss,lambda025k_latest,precision,0.2240927013294108,0.02471558139008889,0.0,0.39610572568678126,0.39610572568678126,0.2157121281764412,0.23221813793273113,5158
vggss,lambda025k_latest,background_response,0.3519632142929633,0.3390144109725952,0.25713372230529785,0.4241221249103546,0.16698840260505676,0.3484390410514608,0.35551508774433493,5155
vggss,lambda025k_latest,pred_area_ratio,0.15006941367085805,0.05800581951530612,0.014394331951530613,0.20118682238520408,0.18679249043367346,0.14476381659242674,0.1557257309447171,5158
vggss,lambda025k_latest,fp_area_ratio,0.08981770750904083,0.03772720025510204,0.009566326530612245,0.10422313456632654,0.09465680803571429,0.08623183868548509,0.09337448051412729,5158
vggss,lambda025k_latest,RemoveFP,10521.331136099263,8621.0,3548.0,16274.0,12726.0,10288.94446490888,10754.832468980225,5158
vggss,lambda025k_latest,RemoveTP,9858.243892981776,7676.5,2592.5,15362.5,12770.0,9625.31145792943,10095.934873012795,5158
vggss,lambda025k_latest,AddTP,307.94629701434667,0.0,0.0,66.75,66.75,277.1512407910043,339.4141721597518,5158
vggss,lambda025k_latest,AddFP,2122.163435440093,931.5,259.0,2867.0,2608.0,2040.1764782861574,2202.7272053121364,5158
vggss,lambda025k_latest,entropy,5.267901355848122,5.272683789484528,5.265959589671243,5.275136404968197,0.009176815296953578,5.267542754477015,5.268268379914365,5158
vggss,lambda025k_latest,normalized_entropy,0.9980649712933891,0.9989710587782532,0.9976970811844686,0.99943573520952,0.001738654025051356,0.997992583101072,0.9981322900414659,5158
vggss,lambda025k_latest,iou,0.11318049589953365,0.0022343386181108435,0.0,0.16027425880440488,0.16027425880440488,0.10806474162188857,0.11820039886365699,5158
vggss,lambda025k_latest,raw_range,0.005175812464039852,0.005187171045690775,0.0025623799301683903,0.0068157060304656625,0.004253326100297272,0.005099753058533229,0.005251261063511469,5158
vggss,lambda050k_best,gt_response,0.6594007400553052,0.6926790773868561,0.5494304895401001,0.7909542322158813,0.24152374267578125,0.654714194366212,0.6638307983705974,5156
vggss,lambda050k_best,nearfp_response,0.6383717829488181,0.6691766977310181,0.5323386788368225,0.7667859494686127,0.23444727063179016,0.6340408413945308,0.6427244984907616,5075
vggss,lambda050k_best,gt_nearfp_gap,0.022931106509686692,0.023949861526489258,-0.024656444787979126,0.07674804329872131,0.10140448808670044,0.02071503692546061,0.025262985007773187,5075
vggss,lambda050k_best,gt_vs_nearfp_auroc,0.5657846600412331,0.5754852294921875,0.4495391845703125,0.7009285374691612,0.2513893528988487,0.5608140211046314,0.5708104983404033,5075
vggss,lambda050k_best,coverage,0.6336339815118733,0.7458004693348741,0.3589793465007996,0.9335685472991204,0.5745892007983209,0.6246812737625888,0.6430137926212941,5158
vggss,lambda050k_best,precision,0.4362211938241628,0.39397858064079516,0.1590289610944711,0.7017466966195254,0.5427177355250543,0.42725454308298094,0.44414731515798433,5158
vggss,lambda050k_best,background_response,0.4942809651666307,0.5119510889053345,0.4054960161447525,0.5931811928749084,0.18768517673015594,0.49084638079500076,0.49788257324647167,5155
vggss,lambda050k_best,pred_area_ratio,0.43367268888580063,0.4632393973214286,0.22807218590561223,0.6221251195790816,0.39405293367346933,0.4271759630412696,0.4401365700875609,5158
vggss,lambda050k_best,fp_area_ratio,0.24838346453596952,0.21520248724489796,0.06762197066326531,0.39344009088010207,0.32581812021683676,0.24288373189266377,0.253335004000343,5158
vggss,lambda050k_best,RemoveFP,5373.80418766964,3476.0,1225.0,7422.5,6197.5,5209.827520356727,5524.803988949206,5158
vggss,lambda050k_best,RemoveTP,4159.229546335789,1837.0,205.25,5828.5,5623.25,4009.9992535866613,4310.183777626988,5158
vggss,lambda050k_best,AddTP,882.8144629701435,8.0,0.0,721.75,721.75,829.164409654905,942.1926812718107,5158
vggss,lambda050k_best,AddFP,4930.831911593641,3210.0,696.75,7487.0,6790.25,4788.370085304381,5073.202496122528,5158
vggss,lambda050k_best,entropy,5.274994598561233,5.275687319125353,5.2744793688905185,5.2765038358716705,0.0020244669811519955,5.274911944141765,5.27507019722855,5158
vggss,lambda050k_best,normalized_entropy,0.9994088683420648,0.9995401122821539,0.9993112521090005,0.9996948108438628,0.0003835587348622882,0.9993934222217599,0.9994246998766243,5158
vggss,lambda050k_best,iou,0.29901402435062974,0.27814185846633555,0.11342813789445065,0.4618973894311452,0.34846925153669456,0.29302394310241586,0.3045153836196488,5158
