dataset,model,reference,metric,mean,median,q1,q3,iqr,ci_low,ci_high,valid
vggss,lambda025k_latest,short_step000,gt_nearfp_gap,-0.018353731619019813,-0.026043474674224854,-0.0836968645453453,0.03855375945568085,0.12225062400102615,-0.02116409275225671,-0.015440397545438394,5075
vggss,lambda025k_latest,short_step000,gt_vs_nearfp_auroc,-0.012750067556429615,-0.008392333984375,-0.106292724609375,0.07837295532226562,0.18466567993164062,-0.017294131020169776,-0.008115581280825807,5075
vggss,lambda025k_latest,short_step000,coverage,-0.5386537599395421,-0.6258603606209604,-0.8653883840989954,-0.2540051667467864,0.611383217352209,-0.5489735062584779,-0.528240865175633,5158
vggss,lambda025k_latest,short_step000,precision,-0.3215533224751706,-0.25630587631364476,-0.5938859931082348,-0.04563239046754409,0.5482536026406907,-0.3307242675166739,-0.3124550954621669,5158
vggss,lambda025k_latest,short_step000,pred_area_ratio,-0.23658623545082538,-0.2716039540816326,-0.38326590401785715,-0.14326570471938777,0.24000019929846939,-0.24267010058676433,-0.23025062597802307,5158
vggss,lambda025k_latest,short_step000,gt_response,-0.29954652984455354,-0.32943861186504364,-0.4592539817094803,-0.1496400535106659,0.3096139281988144,-0.3054275740560107,-0.29354146593127506,5156
vggss,lambda025k_latest,short_step000,nearfp_response,-0.2832883114855865,-0.3015226721763611,-0.4337044060230255,-0.14150512218475342,0.2921992838382721,-0.2888640253946112,-0.2777737084191127,5075
vggss,lambda050k_best,cram_c3_stage2,gt_nearfp_gap,-0.022583100400094328,-0.023327648639678955,-0.06776970624923706,0.022689849138259888,0.09045955538749695,-0.024876859235847967,-0.020416158864669173,5075
vggss,lambda050k_best,cram_c3_stage2,gt_vs_nearfp_auroc,-0.059774733654530066,-0.0466156005859375,-0.14521026611328125,0.0354461669921875,0.18065643310546875,-0.064431146619079,-0.05535113345534652,5075
vggss,lambda050k_best,cram_c3_stage2,coverage,-0.17731653488465318,-0.04408108434676916,-0.37697137195787145,0.041549354042615505,0.41852072600048695,-0.18699908722519967,-0.16803799279908566,5158
vggss,lambda050k_best,cram_c3_stage2,precision,-0.10134580547304382,-0.06588843025843964,-0.17439274102658142,-0.0011219766024046368,0.17327076442417677,-0.10647670573150485,-0.09618243082591177,5158
vggss,lambda050k_best,cram_c3_stage2,pred_area_ratio,0.00338890857574127,0.036232461734693855,-0.16032067123724486,0.17082868303571436,0.3311493542729592,-0.00296820614082864,0.009823020293112624,5158
