sample_id,IoU_AUD,IoU_AUD_FIXED_SLOT0,outcome,semantic_margin,ownership_confidence,mean_max_ownership_probability,fraction_max_ownership_gt_0_7,fraction_max_ownership_gt_0_8,fraction_max_ownership_gt_0_9,eval_soft_containment,eval_seed_top10,eval_seed_top20,centroid_distance,js_divergence,extent_aud,extent_slot,extent_ratio,raw_seed_top10,raw_seed_top20
-7sg--aJdrc_000049,0.39946166157427615,0.35067586377555754,Neutral,0.0050103748217225075,0.5106541514396667,0.890643298625946,1.0,0.9795918464660645,0.40816324949264526,15511.556640625,0.7346459031105042,0.6599233746528625,0.0061988668204768956,0.013072904742869342,0.7178332270408163,0.6249402104591837,0.8705924815370093,0.15117758512496948,0.1438004970550537
-7tYmeOmsRg_000058,0.12137356261208988,0.19511438198262104,Neutral,0.006560408975929022,0.43342727422714233,0.8503426909446716,0.9387754797935486,0.7551020383834839,0.3265306055545807,14264.7626953125,0.7722206115722656,0.6579744815826416,0.0338483782854344,0.01679756766929885,0.7120535714285714,0.5806162308673469,0.815410882221227,0.2961675524711609,0.2533573508262634
-7tYmeOmsRg_000180,0.20510733543595483,0.35203980099502485,Neutral,0.03680659085512161,0.5608867406845093,0.8915993571281433,0.9387754797935486,0.8367346525192261,0.6530612111091614,8282.3193359375,0.7237325310707092,0.5965276956558228,0.07917982193366978,0.04075029183623053,0.6817602040816326,0.4778579400510204,0.7009179139382601,0.29197126626968384,0.24975356459617615
-86gl1hp1Aw_000105,0.5758606034849129,0.6969745908699397,Neutral,0.020524591207504272,0.4602625370025635,0.8208619356155396,0.6938775181770325,0.5714285373687744,0.4693877398967743,14133.6748046875,0.9210081100463867,0.8614193201065063,0.06574296649271823,0.050174551137408985,0.632194674744898,0.3752989477040816,0.5936445887582358,0.6934927701950073,0.6495051383972168
-8cgbhIR_pw_000030,0.31353276353276355,0.35341062280938257,Neutral,0.05952995643019676,0.5007573366165161,0.8775783777236938,1.0,0.8571428656578064,0.4693877398967743,13014.7041015625,0.7731620669364929,0.6994040012359619,0.0437007122744725,0.019160488724274775,0.6400470344387755,0.4961535395408163,0.7751829363225906,0.2315254956483841,0.21050968766212463
-A3zsFeU_OI_000030,0.14834959518372431,0.18895276180954762,Neutral,0.030512802302837372,0.43571901321411133,0.8338096737861633,0.8367346525192261,0.6326530575752258,0.44897958636283875,10662.8662109375,0.760584831237793,0.6494783759117126,0.046121551571743066,0.031029088478463925,0.6025390625,0.4338528380102041,0.7200410147851685,0.3852977156639099,0.34014958143234253
-ANxUxvGASw_000010,0.06107448662574828,0.10720936419260442,Neutral,0.02261679619550705,0.7672208547592163,0.956000566482544,1.0,1.0,0.8571428656578064,10735.0078125,0.7785063982009888,0.6817227602005005,0.008332437164374866,0.0539450645899535,0.6814014668367347,0.41177056760204084,0.6042995027785902,0.11755023151636124,0.10221605002880096
-ByoSbgzr4M_000000,0.600633985177248,0.4599463567277604,Hurt,0.037857986986637115,0.7063623666763306,0.9462462067604065,1.0,1.0,0.9387754797935486,10331.8310546875,0.7899637222290039,0.6741225719451904,0.02144304079388608,0.013073478478131992,0.6660953443877551,0.5708506058673469,0.8570103524624499,0.09871026128530502,0.08772328495979309
-CZ1LIc8aos_000020,0.3108935921952484,0.37668324010772736,Neutral,0.03733247146010399,0.6326417922973633,0.9105942249298096,1.0,0.8367346525192261,0.6530612111091614,11723.6025390625,0.8687994480133057,0.7477183938026428,0.07067820953943196,0.07209062998600548,0.6793885522959183,0.3666493941326531,0.5396755551644226,0.25493714213371277,0.2252855747938156
-Cr0WQoFQQs_000045,0.2986236618935076,0.39553154922661427,Neutral,0.026470942422747612,0.48238837718963623,0.8262828588485718,0.7346938848495483,0.5918367505073547,0.5102040767669678,12261.0703125,0.9011722803115845,0.8103629350662231,0.05231510126052403,0.0533218476634949,0.628288424744898,0.36276307397959184,0.5773830293417922,0.4883737564086914,0.4422689974308014
-Cv3gOXEoxA_000040,0.3475189426308893,0.3606430536451169,Neutral,0.020600441843271255,0.6405971646308899,0.9024308323860168,0.8979591727256775,0.8163264989852905,0.714285671710968,7428.904296875,0.758745551109314,0.6132967472076416,0.06763606370308267,0.08489897780485108,0.6115872130102041,0.29709422831632654,0.48577573565353405,0.34066933393478394,0.28360551595687866
-D64b_8YJK4_000046,0.26690251572327045,0.31336533136422373,Neutral,0.0375700443983078,0.47566527128219604,0.8189834356307983,0.7346938848495483,0.5306122303009033,0.44897958636283875,13833.7548828125,0.8391827344894409,0.7154721617698669,0.05652495068712995,0.01809319419995424,0.5154456313775511,0.43648357780612246,0.84680818157213,0.4591440260410309,0.4107327461242676
-E5o64ACjm0_000017,0.1834825738157851,0.19098217128303088,Neutral,0.008449025452136993,0.5334535837173462,0.8942867517471313,1.0,0.9795918464660645,0.4693877398967743,16375.4189453125,0.7987783551216125,0.7698574066162109,0.018556769765714857,0.017483894391952217,0.6636838329081632,0.5360530931122449,0.8076934626587791,0.16572287678718567,0.16324926912784576
-FoTxwPOz3U_000000,0.1798328902392708,0.23690663864074268,Neutral,0.02614586614072323,0.48491495847702026,0.8394196033477783,0.7755101919174194,0.6734693646430969,0.5306122303009033,9038.3388671875,0.8514705300331116,0.7313640117645264,0.07392054351542775,0.06390865145033928,0.6143773915816326,0.32093032525510207,0.5223667564148312,0.557052731513977,0.49024420976638794
-GOaBCyC5Js_000087,0.356557116521518,0.40049982149232416,Neutral,0.10145042091608047,0.4817233085632324,0.8512619137763977,0.8979591727256775,0.6938775181770325,0.4693877398967743,12081.470703125,0.9349589347839355,0.8810307383537292,0.007911317275908953,0.03786600637763809,0.5995695153061225,0.36818399234693877,0.6140805743917032,0.7942091822624207,0.7340580224990845
-GW1J75oAKU_000304,0.5647323822803818,0.32685714285714285,Hurt,0.004371248185634613,0.6645732522010803,0.9131830930709839,0.918367326259613,0.8163264989852905,0.7346938848495483,9306.6103515625,0.8288464546203613,0.7121995687484741,0.0472720449768131,0.0716573395930438,0.6527423469387755,0.3351203762755102,0.5134037616023449,0.289297878742218,0.24862830340862274
-HMEhGV38GM_000216,0.16210564596781527,0.24854608897935446,Neutral,0.07433042675256729,0.5650225281715393,0.891708254814148,0.9591836333274841,0.8163264989852905,0.6122449040412903,11603.2216796875,0.8593078851699829,0.7591057419776917,0.018619938772270507,0.02962567254159717,0.6417410714285714,0.4502750318877551,0.7016459627329192,0.28045886754989624,0.24671149253845215
-IKnJa9U66I_000150,0.2078518991382062,0.266350361977995,Neutral,6.908318027853966e-05,0.5327955484390259,0.8951716423034668,1.0,0.9591836333274841,0.40816324949264526,16196.955078125,0.7060717344284058,0.6687397956848145,0.02442191550261052,0.011872918603464259,0.6697225765306123,0.5783043686224489,0.8634983930484464,0.1627897024154663,0.15129420161247253
-Igq1W20Gi8_000000,0.2834331337325349,0.4375770382109526,Neutral,0.0330154150724411,0.6329030990600586,0.8822060227394104,0.795918345451355,0.7755101919174194,0.714285671710968,8737.9814453125,0.8401138782501221,0.705264151096344,0.01412059701566008,0.06976728424501452,0.621452487244898,0.29970503826530615,0.4822654095311398,0.4580289423465729,0.3829995095729828
-JGpAlLrSD0_000458,0.7372793965999823,0.5570548932267785,Neutral,0.025090115144848824,0.5574983954429626,0.8766444325447083,0.8163264989852905,0.7551020383834839,0.5918367505073547,12285.5615234375,0.8402688503265381,0.7735427618026733,0.06881115030116336,0.07195128982333886,0.6645607461734694,0.35965401785714285,0.5411905832958465,0.33109331130981445,0.2959907650947571
-JUBdOr8Hes_000030,0.7381001336486069,0.6241345202769535,Neutral,0.04595988243818283,0.6294399499893188,0.8811501860618591,0.8163264989852905,0.7551020383834839,0.6530612111091614,8360.494140625,0.8079323768615723,0.6770007014274597,0.038221163113654956,0.05630647228503527,0.5952447385204082,0.315250318877551,0.5296146248367763,0.5419966578483582,0.4526006579399109
-JUhUI_KvUI_000026,0.5153880834302257,0.3841817437182298,Hurt,0.0001770639792084694,0.42746394872665405,0.8542165756225586,1.0,0.7346938848495483,0.26530611515045166,18445.056640625,0.9244281053543091,0.8490703701972961,0.023807324358390402,0.010420125838956362,0.67578125,0.5835259885204082,0.8634835437064999,0.24607951939105988,0.22499299049377441
-K-ccLMFE5M_000259,0.7591518448097427,0.6183207959233196,Neutral,0.0012280801311135292,0.4258025884628296,0.8503702878952026,1.0,0.714285671710968,0.4285714328289032,19300.982421875,0.8942563533782959,0.8600680232048035,0.051363769615634554,0.03231295368846712,0.6718351403061225,0.49182876275510207,0.7320676357164047,0.2428724765777588,0.2367015779018402
-K1BRF6qng8_000030,0.40232253752541147,0.429280789423746,Neutral,0.025070808827877045,0.5359151363372803,0.891194760799408,1.0,0.918367326259613,0.4285714328289032,18455.390625,0.8752796649932861,0.8420074582099915,0.023884865770114585,0.019465709397038906,0.6596181441326531,0.5243742028061225,0.7949663111460253,0.18917372822761536,0.183834046125412
-KBH8YmHR-0_000050,0.15041475310619815,0.2761437908496732,Neutral,0.0006095385178923607,0.48105955123901367,0.8695247173309326,0.9795918464660645,0.8163264989852905,0.44897958636283875,13521.8779296875,0.9089862704277039,0.8027096390724182,0.031472868080004095,0.0268008790759141,0.6864835778061225,0.5142099808673469,0.7490492088837276,0.2762598693370819,0.24996590614318848
-Lmibx_Iu_E_000173,0.6866139382181764,0.33644568129210123,Hurt,0.0136948823928833,0.5091916918754578,0.8688096404075623,0.8979591727256775,0.7551020383834839,0.4897959232330322,11215.953125,0.7785418033599854,0.6672822833061218,0.08023100956573935,0.04045051872649581,0.6758609693877551,0.46520248724489793,0.6883109223873555,0.32017725706100464,0.2809925675392151
-Lv13WPa4xk_000170,0.5143973063973064,0.3900595238095238,Hurt,0.028104029595851898,0.6077471375465393,0.8993788361549377,0.9591836333274841,0.795918345451355,0.5714285373687744,11720.9013671875,0.8233904838562012,0.7260934114456177,0.008593398940513197,0.03964193501142145,0.6109095982142857,0.4157764668367347,0.6805859132874433,0.26766520738601685,0.23785848915576935
-N00SskHxS4_000529,0.2637658460183055,0.41826203419207436,Neutral,0.04842740297317505,0.5713837742805481,0.8654828667640686,0.7755101919174194,0.714285671710968,0.5714285373687744,9992.6923828125,0.8981829285621643,0.7656534910202026,0.025394828048304025,0.06692781002411542,0.6276108099489796,0.32370057397959184,0.5157664094503192,0.6021961569786072,0.5138845443725586
-NCa3eFLULw_000221,0.7269124786773389,0.5260617221943189,Neutral,0.004087366163730621,0.5884652137756348,0.9004284143447876,1.0,0.8367346525192261,0.6326530575752258,13637.591796875,0.8540658950805664,0.7852213382720947,0.017737828548175,0.04645893698966892,0.6641820790816326,0.42484454719387754,0.639650723159095,0.23516175150871277,0.2128787338733673
-NwBdmVSg1w_000000,0.5226213234061106,0.6512278520360585,Neutral,0.03576482832431793,0.5678914785385132,0.9002774357795715,1.0,0.8775510191917419,0.6122449040412903,13233.017578125,0.862962007522583,0.7503412365913391,0.05318588504019143,0.028501219732155282,0.7186503507653061,0.5404376594387755,0.752017526831027,0.2242865115404129,0.19856193661689758
-OAyRsvFGgc_000030,0.36675079337314775,0.24423337856173677,Neutral,0.03305686265230179,0.6680787801742554,0.8947420716285706,0.8367346525192261,0.714285671710968,0.6734693646430969,8411.66015625,0.8391719460487366,0.7016959190368652,0.016712131642128262,0.03947568463278387,0.5364516900510204,0.3635403380102041,0.6776758182561207,0.6722699403762817,0.5553015470504761
