sample_id,IoU_STAGE1_AUD,IoU_SLOT_L3_POOLED,IoU_SLOT_L3_NATIVE_READOUT,IoU_SLOT_L4,IoU_STAGE1_AUD_L3_POOLED,IoU_STAGE1_AUD_L3_NATIVE_READOUT,IoU_STAGE1_AUD_L4,IoU_NATIVE_UPDATE_AUD,IoU_SLOT_L3_NATIVE_UPDATE,IoU_NATIVE_UPDATE_AUD_L3_NATIVE_UPDATE
S6R2DpF6zzM_000018,0.2999328794707067,0.06842159172385537,0.08067355275831146,0.3500827618822417,0.22743114109050028,0.24945846556848522,0.508946158896914,0.2656475583864119,0.2622866806744222,0.3285576303927881
S6R2DpF6zzM_000060,0.5329478507527821,0.17686906237092112,0.1894507931093297,0.4124762507916403,0.37523204340996713,0.4082430702149012,0.6813588584776317,0.49845100277188975,0.3284175522301742,0.5353564135441896
S7C51ZWaw6A_000034,0.4982026442454152,0.47501400845601344,0.4304141918940841,0.1952484868448141,0.502648350092055,0.5002171754777861,0.4046711329903394,0.49037361157859305,0.20602739726027397,0.5104471845722932
S7WDWv7kqhg_000197,0.5219429768194583,0.4886501147506781,0.5004168893639764,0.3532575829911837,0.4748029556650246,0.4747570067000094,0.49443740318265034,0.6356514878268711,0.5208175426674682,0.5946698831165101
S86Ql_59KMI_000211,0.12786563272493312,0.052943429957859785,0.06771012893884024,0.1388888888888889,0.09173872630481932,0.10030060658113693,0.18084961070891956,0.1284105131414268,0.04168373151308305,0.10345495015968258
S8RC6WZFqjk_000072,0.6301963559172121,0.20499497631692262,0.2853227838309722,0.40533021754854504,0.48999886992880554,0.5409296422622353,0.5569259962049335,0.5869423184618257,0.2552061198470038,0.5138827500301362
SA18ixsI9fI_000044,0.5967560194520223,0.6307207454097012,0.6729094076655052,0.15541547633834307,0.7979598834219098,0.7988282884642209,0.40696415870365216,0.713020745488278,0.5367146942061575,0.7316129399379748
SAFlijpaj0Q_000024,0.4157669432132439,0.2484223133262702,0.2265848670756646,0.3939882286995516,0.36448779855462293,0.3618918831900576,0.4641120196675752,0.3628436818789115,0.21241321749687014,0.3481167893021537
SB1dEgUQh3w_000187,0.5409339699545825,0.41423629357155367,0.3683476968106112,0.2697994437124872,0.5437892169982455,0.5304982957312124,0.44171383864881036,0.5655575424703028,0.33584052762236466,0.5691398461976644
SBeC9TISHz8_000030,0.5447367376899576,0.415422197640118,0.3557266691257838,0.3482309996256084,0.5317940835084858,0.5284190306314959,0.4378833325871872,0.5074382210125877,0.274144029900554,0.5251173191395546
SCxlAcrMark_000021,0.13746827820551422,0.08841683366733467,0.07309151713936587,0.21562674762323242,0.13370008350115428,0.13622907309105758,0.1778820133501714,0.19371446959133326,0.1432040205545203,0.17755974842767297
SDhI4yyHlEM_000508,0.18462327449891022,0.10182675309369475,0.11468591515281616,0.18811677631578946,0.13959349856205772,0.14442364268520994,0.21850203212695954,0.17352165912368828,0.24970821303519872,0.2101536772777168
SDtPpEVplNY_000080,0.6565711878685763,0.40052020889638495,0.4706705326547578,0.2339939024390244,0.46623943335371126,0.43880647694233993,0.49562927629448966,0.645017890057465,0.44609299794919016,0.503162012387265
SGFYFPs3Fic_000550,0.09094422757314576,0.07572741920197137,0.060250351900261415,0.06016022184563241,0.07216184483848631,0.06712781449535118,0.0915547321290721,0.07052023121387284,0.10535876475930972,0.06781068364240243
SGb_Uw_pKzk_000070,0.10385408406026962,0.061252815167862566,0.06605868358445678,0.08676541425818883,0.09641003189692914,0.10262318326834456,0.11622833115157286,0.1288996214593395,0.09673621249941129,0.131976991904559
SHk3gJAnm8U_000529,0.5926939077905055,0.260739961423812,0.23772577895283042,0.6304707830612728,0.5424421243758512,0.5639738562091503,0.6640202346659172,0.4701705131910326,0.26406669580965464,0.3975837451949478
SHkCnBJoZkc_000010,0.2989194115349564,0.05559655596555966,0.10435606487852196,0.2886658795749705,0.23513347443162422,0.2250295405574477,0.29882677708764666,0.24777869707543437,0.09403444895672874,0.23815497096982297
SIZ5WUVzAMk_000216,0.0,0.007324814844958086,0.005764980943535215,0.0,0.004917629702483403,0.004698389496489259,0.0,0.0,0.008952551477170993,0.0032245208506938156
SJ9TY-iqD9Q_000010,0.1785755679184052,0.12864154361426494,0.12193825677049634,0.05543043952052307,0.17840805123513268,0.18381126173096976,0.20270327889822198,0.18637024022705004,0.24989377071471064,0.21897434246531242
SJVuopldMyU_000030,0.5354094754011304,0.14968636065128285,0.1657271174943276,0.4161259842519685,0.4298072711344722,0.5158442654661837,0.6417256152236724,0.45620948733058336,0.16434018084086838,0.5029665002532379
SJrVTQPbMXs_000016,0.7606818107746961,0.2824095432676465,0.3400017171803898,0.2768141023061134,0.6224638354551931,0.6095879075412368,0.6057080812781138,0.7386107506317875,0.23784383616921112,0.5437566324725858
SL5xjLgQp1c_000070,0.5294707571682545,0.28201734367868553,0.2729437672846461,0.42385307781649245,0.37492794514729527,0.39584739497959054,0.5210214886328247,0.55897903372835,0.16270164185534441,0.5332782520884972
