scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
144k,flickr,54,10549911663,_,2.071826565952506e-05,1.9512543076416478e-05,1.672917824180331e-05,6.427138941944577e-06,1.8004915546043776e-05,6.022857633070089e-06,1.071992392098764e-05,1.518670887890039e-05,8.52730681799585e-06,6.427138941944577e-06,1.5969679907357204e-06,1.0985236258420628e-05,1.0302039299858734e-05,0.71875,0.75,False,0.43701669573783875,"[31, 198, 247, 43]","[""10278084464"", ""4646464908"", ""9456627660"", ""10441843213""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,55,10555704135,_,7.985470801941119e-06,1.52102602442028e-05,4.6810014282527845e-06,4.623279892257415e-06,2.148368366761133e-05,3.073490006499924e-05,6.949526323296595e-06,1.0267094694427215e-05,5.305640570441028e-06,4.623279892257415e-06,9.412924555363134e-07,9.904619219014421e-06,5.772153599536978e-08,0.15625,0.25,False,0.3488198518753052,"[192, 172, 108, 177]","[""4303617148"", ""3403348616"", ""13579448834"", ""3568893693""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,56,10557361454,_,7.16127542546019e-05,0.0001488477864768356,0.00012004373274976388,7.551738963229582e-05,0.00014856383495498449,4.993529000785202e-05,8.953012729762122e-05,0.00010507555271033198,8.196006092475727e-05,7.551738963229582e-05,5.0716403166006785e-06,6.688772555207834e-05,4.452634311746806e-05,0.0,0.0,False,0.5506300330162048,"[109, 123, 96, 94]","[""13660204414"", ""14778198185"", ""12328837165"", ""12103535156""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,57,10610974774,_,2.0103152564843185e-05,2.3276010324480012e-05,1.8291162632522173e-05,1.5062726561154705e-05,2.6353825887781568e-05,9.524352208245546e-06,1.8373541024629958e-05,2.1077967176097445e-05,1.622527270228602e-05,1.5062726561154705e-05,1.2288859352338477e-06,7.050737622193992e-06,3.2284360713674687e-06,0.25,0.5,False,0.6970813274383545,"[100, 202, 196, 151]","[""12534178685"", ""4758950312"", ""4543136011"", ""2695985181""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,58,10624261424,_,1.1262956832069904e-05,2.8951231797691435e-05,2.102554208249785e-05,1.3506448340194765e-05,2.428795960440766e-05,7.893964721006341e-06,1.4844449651718605e-05,1.8146824004361406e-05,1.4042127077118494e-05,1.3506448340194765e-05,4.81999904877739e-07,1.4909104720572941e-05,7.519093742303085e-06,0.0,0.0,False,0.48502692580223083,"[17, 117, 236, 133]","[""10110769444"", ""14566072101"", ""7560517176"", ""16419739420""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,59,10635080206,_,1.0429660505906213e-05,2.0318448150646873e-05,1.2336483450781088e-05,3.66921062777692e-06,1.6335194231942296e-05,6.029738415236352e-06,9.240112376573961e-06,1.2265281839063391e-05,6.816588211222552e-06,3.66921062777692e-06,1.97571739590785e-06,1.3501859939424321e-05,8.667272595630493e-06,0.15625,0.0,True,0.33548763394355774,"[4, 18, 9, 150]","[""10013411946"", ""10111706074"", ""10060697266"", ""2630218696""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,60,10654057765,_,8.935619007388595e-06,1.0480818673386239e-05,6.7793639573210385e-06,6.6196116677019745e-06,1.0569638106971979e-05,2.795353111650911e-06,7.725571776973084e-06,8.536278073734138e-06,6.986221251281677e-06,6.6196116677019745e-06,4.2934715338560636e-07,3.4945974221045617e-06,1.5975228961906396e-07,0.3125,0.5,False,0.666572093963623,"[10, 130, 70, 9]","[""10061269855"", ""16012165838"", ""10796050285"", ""10060697266""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,61,10659354545,_,1.4230306987883523e-05,2.6633726520230994e-05,1.9129049178445712e-05,1.2000370588793885e-05,2.6429381250636652e-05,9.130282705882564e-06,1.6247604435193352e-05,1.9814742699963972e-05,1.418394640495535e-05,1.2000370588793885e-05,1.4602362625737442e-06,1.2449780115275644e-05,7.128678589651827e-06,0.03125,0.0,True,0.5325558185577393,"[150, 88, 228, 26]","[""2630218696"", ""11765015695"", ""6185482260"", ""10202025415""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,62,10666396623,_,1.0148323781322688e-05,1.1645652193692513e-05,8.63542481965851e-06,3.6642779832618544e-06,9.360504918731749e-06,2.443160610710038e-06,6.668334663118003e-06,8.494661415170413e-06,5.084577878733398e-06,3.6642779832618544e-06,1.0893056696659187e-06,6.561074314959114e-06,4.9711470637703314e-06,0.65625,0.25,False,0.43660739064216614,"[145, 45, 60, 239]","[""2462141223"", ""10451898725"", ""10654057765"", ""7740990330""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,63,10667001125,_,4.511398401518818e-06,1.5874840755714104e-05,1.0780719094327651e-05,7.071152595017338e-06,1.285459438804537e-05,3.585867716537905e-06,8.041584806051105e-06,1.0482037396286614e-05,7.775246558594517e-06,7.071152595017338e-06,4.065458938384836e-07,8.099594197119586e-06,3.709566499310313e-06,0.0,0.0,False,0.48978421092033386,"[150, 39, 249, 170]","[""2630218696"", ""10409351364"", ""9761803312"", ""3207674548""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,64,10701841844,_,2.619746192067396e-05,1.8533606635173783e-05,1.131706540036248e-05,1.131706540036248e-05,2.6983605494024232e-05,1.0592768376227468e-05,1.61663192557171e-05,1.8605420336825773e-05,1.358157805952942e-05,1.131706540036248e-05,1.7028636420945986e-06,4.952028575644363e-06,0.0,0.53125,0.75,False,0.7328081727027893,"[97, 111, 163, 122]","[""12373955905"", ""13861270725"", ""2935372113"", ""14742398172""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,65,10743985374,_,6.278125965764048e-06,1.0549171747697983e-05,6.429675067920471e-06,4.52148469776148e-06,1.0191352885158267e-05,3.2693706089048646e-06,6.617768576688832e-06,8.23247592052212e-06,5.7016409300558735e-06,4.52148469776148e-06,8.475316235490027e-07,4.8475308176421095e-06,1.908190370158991e-06,0.0625,0.0,True,0.5404823422431946,"[218, 49, 167, 88]","[""5601291878"", ""10477544895"", ""3102685146"", ""11765015695""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,66,10751849775,_,2.569980097177904e-05,3.54518779204227e-05,2.796336411847733e-05,1.2177042663097382e-05,2.830966332112439e-05,1.0026538802776486e-05,1.5953150068526156e-05,2.0768860849784687e-05,1.423119283572305e-05,1.2177042663097382e-05,1.3397865359365824e-06,2.1220685084699653e-05,1.5786321455379948e-05,0.40625,0.0,True,0.4014228284358978,"[218, 14, 148, 75]","[""5601291878"", ""10080652613"", ""2509250774"", ""10939270325""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,67,10761625676,_,2.525995842006523e-05,3.807276516454294e-05,1.610361687198747e-05,1.1758512300730217e-05,4.561978130368516e-05,1.8748205548035912e-05,2.0741252228617668e-05,3.3322452509310097e-05,1.595248068042565e-05,1.1758512300730217e-05,3.110508941972512e-06,2.2120284484117292e-05,4.345104571257252e-06,0.15625,0.25,False,0.4189997911453247,"[196, 95, 147, 66]","[""4543136011"", ""12158276143"", ""2499673064"", ""10751849775""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,68,10771238614,_,3.3512515074107796e-05,6.832562212366611e-05,3.8577913073822856e-05,1.8772630937746726e-05,7.476923201465979e-05,4.04769743909128e-05,2.9437465855153278e-05,4.232294668327086e-05,2.3573331418447196e-05,1.8772630937746726e-05,3.680177997011924e-06,4.475229070521891e-05,1.980528213607613e-05,0.125,0.0,True,0.3450145125389099,"[77, 46, 140, 236]","[""10979853044"", ""10468313544"", ""19306860381"", ""7560517176""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,69,10795023275,_,8.623263056506403e-06,9.593662070983555e-06,4.706387699116021e-06,4.457267095858697e-06,8.822305971989408e-06,4.05773153033806e-06,4.799641374120256e-06,5.4521133279195055e-06,4.660229024011642e-06,4.457267095858697e-06,1.2444624530871806e-07,4.9334330469719134e-06,2.4912060325732455e-07,0.5625,0.5,False,0.48576122522354126,"[188, 68, 181, 234]","[""3956341886"", ""10771238614"", ""3727937033"", ""7178293884""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,70,10796050285,_,9.951935680874158e-06,2.5114484742516652e-05,1.1380832802387886e-05,9.204581147059798e-06,2.2994718165136874e-05,9.545810826239176e-06,1.1688740414683707e-05,1.4738917343493085e-05,1.0742209269665182e-05,9.204581147059798e-06,9.471722250964376e-07,1.437227547285147e-05,2.1762516553280875e-06,0.03125,0.0,True,0.42772963643074036,"[96, 216, 204, 56]","[""12328837165"", ""5480070309"", ""4876943924"", ""10557361454""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,71,10805310706,_,1.0488915904716123e-05,7.9524761531502e-06,3.7958748180244584e-06,3.782476369451615e-06,8.536973837180994e-06,4.675051059166435e-06,4.11611472372897e-06,4.986179192201234e-06,3.946652213926427e-06,3.782476369451615e-06,1.575482571070097e-07,4.005823939223774e-06,1.3398448572843336e-08,0.6875,0.5,False,0.49627965688705444,"[92, 172, 18, 211]","[""12048726756"", ""3403348616"", ""10111706074"", ""5194793239""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,72,10847897294,_,1.1953724424529355e-05,1.0016824489866849e-05,8.220514246204402e-06,5.1030096983595286e-06,1.0838370144483633e-05,3.5283890156279085e-06,7.576044026791351e-06,8.34994534670841e-06,6.507966645585839e-06,5.1030096983595286e-06,9.914542715705466e-07,3.5088578442810103e-06,3.1175045478448737e-06,0.65625,0.75,False,0.6497035622596741,"[75, 180, 191, 52]","[""10939270325"", ""3719297546"", ""4180455681"", ""10545790805""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,73,10859255295,_,2.737385148066096e-05,1.9094870367553085e-05,5.6847384257707745e-06,2.7778751245932654e-06,1.821066689444706e-05,1.416821851307759e-05,4.210116912872763e-06,6.892169039929286e-06,3.549233042576816e-06,2.7778751245932654e-06,5.024559186495026e-07,1.5545636415481567e-05,2.906863301177509e-06,0.78125,0.75,False,0.18587364256381989,"[209, 24, 237, 181]","[""5130986168"", ""10165890496"", ""7623513024"", ""3727937033""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,74,10862172945,_,5.1931538109784015e-06,9.575405783834867e-06,8.181239536497742e-06,3.259809773226152e-06,8.07796823210083e-06,2.159149744329625e-06,5.3251251301844604e-06,6.46765147394035e-06,4.552116934064543e-06,3.259809773226152e-06,8.126181114676001e-07,5.023288849770324e-06,4.921429535897914e-06,0.0625,0.0,True,0.4753967523574829,"[48, 85, 136, 101]","[""10476446674"", ""11314266424"", ""16804898716"", ""12598610153""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,75,10939270325,_,2.416244569758419e-05,7.669060141779482e-05,4.79031732538715e-05,1.843835889303591e-05,6.376550300046802e-05,2.8374963221722282e-05,2.8889433451695368e-05,4.735776747111231e-05,2.3707920263404958e-05,1.843835889303591e-05,4.44658326159697e-06,5.298267933540046e-05,2.946481436083559e-05,0.0625,0.0,True,0.309137225151062,"[216, 197, 234, 179]","[""5480070309"", ""4576746825"", ""7178293884"", ""3709678770""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,76,10952523225,_,6.813794607296586e-05,7.138788350857794e-05,6.375204247888178e-05,5.7596047554397956e-05,8.42727386043407e-05,1.7423450117348693e-05,6.40579019091092e-05,7.067432306939736e-05,6.20573409833014e-05,5.7596047554397956e-05,2.5866436317301122e-06,9.330542525276542e-06,6.155994924483821e-06,0.1875,0.25,False,0.869297981262207,"[109, 236, 130, 237]","[""13660204414"", ""7560517176"", ""16012165838"", ""7623513024""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,77,10979853044,_,7.677317626075819e-06,2.766084435279481e-05,1.0589964404061902e-05,1.0589964404061902e-05,3.6836623621638864e-05,2.655975185916759e-05,1.4265664503909647e-05,1.7263555491808802e-05,1.2765560313710012e-05,1.0589964404061902e-05,1.378804654450505e-06,1.48952840390848e-05,0.0,0.0,0.0,False,0.46150290966033936,"[113, 226, 74, 237]","[""14172932360"", ""6098668510"", ""10862172945"", ""7623513024""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,78,10980225216,_,4.622197229764424e-05,7.153420301619917e-05,1.632966086617671e-05,1.632966086617671e-05,9.089802915696055e-05,5.0047397962771356e-05,2.6069246814586222e-05,4.130779780098237e-05,2.173825487261638e-05,1.632966086617671e-05,4.074036951351445e-06,4.979594814358279e-05,0.0,0.28125,0.75,False,0.30388617515563965,"[5, 196, 216, 85]","[""10016382545"", ""4543136011"", ""5480070309"", ""11314266424""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,79,11002352834,_,5.818814315716736e-06,2.1953821487841196e-05,9.048629181052092e-06,7.173349786171457e-06,2.3426795451086946e-05,1.2389057701511774e-05,9.155279258266091e-06,1.3436688277579378e-05,8.308075848617591e-06,7.173349786171457e-06,8.087620244623395e-07,1.3645745639223605e-05,1.8752793948806357e-06,0.0,0.0,False,0.3784341514110565,"[209, 66, 95, 75]","[""5130986168"", ""10751849775"", ""12158276143"", ""10939270325""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,80,11036641226,_,0.00016088251140899956,0.0002486312878318131,0.00012076031271135435,7.475033635273576e-05,0.00015137670561671257,7.383891352219507e-05,9.051320375874639e-05,0.0001020200434140861,7.994232146302238e-05,7.475033635273576e-05,6.151095021778019e-06,0.00016868897364474833,4.600997635861859e-05,0.75,0.5,False,0.3215295970439911,"[75, 78, 140, 56]","[""10939270325"", ""10980225216"", ""19306860381"", ""10557361454""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,81,11050409385,_,4.74229136671056e-06,2.1207475583651103e-05,1.584769597684499e-05,4.66698929812992e-06,2.2055868612369522e-05,9.471028533880599e-06,1.0423721505503636e-05,1.6505286112078466e-05,7.373945663857739e-06,4.66698929812992e-06,2.0356328604975715e-06,1.3833529919793364e-05,1.1180706678715069e-05,0.03125,0.0,True,0.34770500659942627,"[153, 156, 142, 20]","[""2766580444"", ""2811549163"", ""2401957951"", ""10119736773""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,82,11071986404,_,3.334133725729771e-05,2.2930122213438153e-05,1.7070493413484655e-05,1.7070493413484655e-05,3.140531771350652e-05,8.184752005035989e-06,2.1127141735632904e-05,2.47826046688715e-05,1.8722235836321488e-05,1.7070493413484655e-05,1.506795911154768e-06,4.207886377116665e-06,0.0,0.5,1.0,False,0.816490888595581,"[104, 52, 134, 6]","[""13153991894"", ""10545790805"", ""16563757295"", ""10031203703""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,83,11101358996,_,1.780111233529169e-05,1.5387557141366415e-05,1.2848692676925566e-05,1.0551539162406698e-05,1.6438145394204184e-05,4.118287506571505e-06,1.1776461178669706e-05,1.334475655312417e-05,1.1183727110619657e-05,1.0551539162406698e-05,4.434297125044395e-07,4.203830030746758e-06,2.297153514518868e-06,0.6875,0.75,False,0.7268033027648926,"[18, 124, 45, 116]","[""10111706074"", ""14899015793"", ""10451898725"", ""14414061986""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,84,11154049584,_,4.6169756387826055e-05,6.207899423316121e-05,4.268751945346594e-05,2.199654954893049e-05,5.3536448831437156e-05,2.310153104190249e-05,3.133914287900552e-05,3.7070654798299074e-05,2.4754550395300612e-05,2.199654954893049e-05,3.8087462144176243e-06,3.73244438378606e-05,2.069096990453545e-05,0.40625,0.25,False,0.3987588882446289,"[78, 39, 237, 181]","[""10980225216"", ""10409351364"", ""7623513024"", ""3727937033""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,85,11314266424,_,1.0897783795371652e-05,1.3715685781789944e-05,1.03396241684095e-05,6.33123181614792e-06,1.80213955900399e-05,9.586596206645481e-06,1.0250920240650885e-05,1.250686364073772e-05,8.10636265669018e-06,6.33123181614792e-06,1.490560293859744e-06,5.609323125099763e-06,4.0083923522615805e-06,0.1875,0.25,False,0.59102863073349,"[106, 79, 5, 225]","[""13409856383"", ""11002352834"", ""10016382545"", ""6067281197""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,86,11650557765,_,1.2932097888551652e-05,2.6179675842286088e-05,2.2836147763882764e-05,4.874841124546947e-06,2.321242936886847e-05,6.799898528697668e-06,1.7125741578638554e-05,1.982996764127165e-05,1.0184261554968543e-05,4.874841124546947e-06,4.960407750331797e-06,1.5995414287317544e-05,1.7961307094083168e-05,0.09375,0.0,True,0.38901403546333313,"[65, 214, 69, 201]","[""10743985374"", ""5303633386"", ""10795023275"", ""4755507106""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,87,11764496003,_,1.783689367584884e-05,3.685539559228346e-05,2.7300682631903328e-05,1.980862180062104e-05,3.8873615267220885e-05,1.8736040146904998e-05,2.404481165285688e-05,2.8137874323874712e-05,2.133951238647569e-05,1.980862180062104e-05,1.604150384082459e-06,1.5515883205807768e-05,7.492060831282288e-06,0.0,0.0,False,0.5790064930915833,"[199, 181, 95, 138]","[""4657718822"", ""3727937033"", ""12158276143"", ""17140316339""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,88,11765015695,_,1.928379242599476e-05,2.0905936253257096e-05,6.322899025690276e-06,6.322899025690276e-06,2.4318804207723588e-05,1.0312990525562782e-05,9.098225746129174e-06,1.8332362742512487e-05,7.672618266951758e-06,6.322899025690276e-06,9.379750736115966e-07,1.3233317986305337e-05,0.0,0.3125,0.5,False,0.36700668931007385,"[188, 106, 193, 130]","[""3956341886"", ""13409856383"", ""4351373013"", ""16012165838""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,89,11776645404,_,4.83439862364321e-06,6.496964488178492e-06,2.739191813816433e-06,8.999434157885844e-07,3.7305317164282314e-06,2.3232023522723466e-06,1.6579343764533405e-06,1.9612343749031425e-06,1.4368762322192197e-06,8.999434157885844e-07,3.1160152502707206e-07,5.06008836964611e-06,1.8392483980278485e-06,0.8125,0.5,False,0.22116117179393768,"[235, 222, 69, 177]","[""7387939334"", ""5873098388"", ""10795023275"", ""3568893693""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,90,12015590114,_,3.682671149363159e-06,1.366203014185885e-05,8.854750376485754e-06,2.1308571831468726e-06,1.2167522072559223e-05,6.753764864697587e-06,3.5519751691026613e-06,6.974424650252331e-06,2.757240508799441e-06,2.1308571831468726e-06,4.996908273824374e-07,1.0904789633059409e-05,6.723893420712557e-06,0.125,0.0,True,0.20181778073310852,"[44, 53, 142, 98]","[""10446128125"", ""10548273474"", ""2401957951"", ""12444360833""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,91,12031178616,_,2.7461637728265487e-05,2.304081317561213e-05,6.081242190703051e-06,6.081242190703051e-06,2.3375399905489758e-05,1.0079581443278585e-05,1.1796170838351827e-05,1.6753168893046677e-05,9.71065674093552e-06,6.081242190703051e-06,2.1600230866170023e-06,1.333015643467661e-05,0.0,0.6875,0.75,False,0.42145460844039917,"[231, 87, 111, 211]","[""6669466181"", ""11764496003"", ""13861270725"", ""5194793239""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,92,12048726756,_,3.0546955258614616e-06,7.06325363353244e-06,3.901073341694428e-06,3.85361272492446e-06,7.977012501214631e-06,2.7032622256228933e-06,4.777802587341284e-06,5.9432695707073435e-06,4.156137947575189e-06,3.85361272492446e-06,3.471750744665769e-07,2.907115685957251e-06,4.74606167699676e-08,0.0,0.0,False,0.5884169340133667,"[173, 104, 88, 227]","[""3413119417"", ""13153991894"", ""11765015695"", ""6158154336""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,93,12066557153,_,1.535587762191426e-05,1.3783992471871898e-05,1.0526332516747061e-05,9.250615221390035e-06,1.3709002814721316e-05,2.5469394131505396e-06,9.989471436711028e-06,1.1437923603807576e-05,9.624833182897419e-06,9.250615221390035e-06,2.5826491878433444e-07,4.159159288974479e-06,1.2757172953570262e-06,0.625,0.75,False,0.6982616186141968,"[142, 104, 60, 80]","[""2401957951"", ""13153991894"", ""10654057765"", ""11036641226""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,94,12103535156,_,1.300221720157424e-05,2.0068941012141295e-05,1.8926844859379344e-05,5.463812158268411e-06,2.0185712855891325e-05,8.683417945576366e-06,1.0856065273401327e-05,1.3871247574570589e-05,8.883764166967012e-06,5.463812158268411e-06,2.047981297437218e-06,1.1185176845174283e-05,1.3463032701110933e-05,0.21875,0.0,True,0.4426623284816742,"[225, 151, 183, 61]","[""6067281197"", ""2695985181"", ""3790233127"", ""10659354545""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,95,12158276143,_,1.628134850761853e-05,1.0275126442138571e-05,8.278278073703405e-06,8.278278073703405e-06,1.8581971744424663e-05,1.0952496268146206e-05,1.1005332453351002e-05,1.2408655493345577e-05,9.812209100346081e-06,8.278278073703405e-06,9.847981345956214e-07,4.6291734179249033e-07,0.0,0.59375,1.0,False,0.9549477696418762,"[64, 61, 242, 168]","[""10701841844"", ""10659354545"", ""8294094053"", ""3109408703""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,96,12328837165,_,1.8509470464778133e-05,8.62675551616121e-06,5.721176876249956e-06,3.979004759457894e-06,9.937190043274313e-06,4.024828740512021e-06,5.7838738030113745e-06,6.770978416170692e-06,4.898120096186176e-06,3.979004759457894e-06,6.603521001125046e-07,3.728635419975035e-06,1.7421721167920623e-06,1.0,1.0,False,0.5677824020385742,"[120, 21, 206, 129]","[""14678892718"", ""10129791115"", ""4957886467"", ""15994498891""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,97,12373955905,_,2.428258267173078e-05,2.2585451006307267e-05,1.1011607057298534e-05,1.1011607057298534e-05,3.828877379419282e-05,2.8637865398195572e-05,1.5150541912589688e-05,2.00641734409146e-05,1.2853356565756258e-05,1.1011607057298534e-05,1.5158733503994881e-06,9.732094440551009e-06,0.0,0.34375,0.5,False,0.569098949432373,"[196, 68, 240, 131]","[""4543136011"", ""10771238614"", ""7897462346"", ""16101081359""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,98,12444360833,_,1.5597575838910416e-05,8.598062777309678e-06,7.482374712708406e-06,5.585412964137504e-06,1.0167768778046593e-05,2.7542519092094153e-06,6.964783096918836e-06,8.022753718250897e-06,6.26486144028604e-06,5.585412964137504e-06,5.146727630744863e-07,2.333201337023638e-06,1.8969617485709023e-06,0.96875,1.0,False,0.7286363840103149,"[7, 29, 168, 152]","[""10035917404"", ""10246013484"", ""3109408703"", ""2698329253""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,99,12512072175,_,7.662348252779339e-06,1.9843060726998374e-05,1.1768000149459112e-05,3.554247541615041e-06,1.4094849575485568e-05,6.7893288360210136e-06,5.785052053397521e-06,9.186908755509648e-06,4.899306077277288e-06,3.554247541615041e-06,8.16136775938503e-07,1.4943754649721086e-05,8.21375215309672e-06,0.1875,0.0,True,0.246902734041214,"[14, 246, 144, 50]","[""10080652613"", ""9309351423"", ""2432219254"", ""10481128583""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,100,12534178685,_,5.626387974189129e-06,1.1775717212003656e-05,1.0357226528867614e-05,2.799667299768771e-06,1.3700020645046607e-05,1.1118138900201302e-05,4.031397111248225e-06,6.9423763306986075e-06,3.44517252415244e-06,2.799667299768771e-06,5.025969471716962e-07,8.330544915224891e-06,7.557559001725167e-06,0.21875,0.0,True,0.29256582260131836,"[87, 4, 207, 243]","[""11764496003"", ""10013411946"", ""4965189170"", ""8311669586""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,101,12598610153,_,3.6880833249597345e-06,5.055524070485262e-06,2.754916067715385e-06,2.6511943360674195e-06,6.03661646891851e-06,2.266277988383081e-06,3.1371266686619492e-06,4.058469130541198e-06,2.836630756064551e-06,2.6511943360674195e-06,1.658426498352128e-07,2.2188933144207112e-06,1.037217316479655e-07,0.15625,0.25,False,0.5610952973365784,"[237, 210, 145, 57]","[""7623513024"", ""5179649119"", ""2462141223"", ""10610974774""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,102,12599965145,_,8.314445949508809e-06,1.3124958059052005e-05,7.169717719079927e-06,4.363223979453323e-06,1.5631469068466686e-05,7.59724525778438e-06,8.279191206383985e-06,9.5900431915652e-06,6.934941666258965e-06,4.363223979453323e-06,1.5342867527579074e-06,6.190016392793041e-06,2.806493739626603e-06,0.125,0.25,False,0.5283781886100769,"[243, 93, 240, 235]","[""8311669586"", ""12066557153"", ""7897462346"", ""7387939334""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,103,12729873904,_,1.5445988537976518e-05,2.1938929421594366e-05,1.1961006748606451e-05,8.526884812454227e-06,2.28938770305831e-05,1.0002308954426553e-05,1.2560550203488674e-05,1.3803445654048119e-05,1.075346881407313e-05,8.526884812454227e-06,1.6045629536165507e-06,1.1185460607521236e-05,3.4341219361522235e-06,0.28125,0.25,False,0.4901546835899353,"[105, 192, 163, 110]","[""13234495505"", ""4303617148"", ""2935372113"", ""13721325644""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,104,13153991894,_,5.4232273214438464e-06,2.7017453248845413e-05,2.0311930711613968e-05,5.771314590674592e-06,2.1662468498107046e-05,9.381935342389625e-06,1.0346110684622545e-05,1.4626238225901034e-05,7.884001206548419e-06,5.771314590674592e-06,1.7842129409473273e-06,1.9133451132802293e-05,1.4540615666192025e-05,0.0,0.0,False,0.29181140661239624,"[129, 213, 182, 99]","[""15994498891"", ""5237296528"", ""3749326537"", ""12512072175""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,105,13234495505,_,4.201908814138733e-05,4.287852061679587e-05,1.8957742213387974e-05,1.515422627562657e-05,5.394463369157165e-05,3.253766044508666e-05,2.0469226001296192e-05,2.8967344405828044e-05,1.7475826098234393e-05,1.515422627562657e-05,2.2039419036445906e-06,2.5402694518561475e-05,3.8035159377614036e-06,0.4375,0.75,False,0.40756598114967346,"[28, 162, 40, 93]","[""10234680056"", ""2907554899"", ""10413912845"", ""12066557153""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,106,13409856383,_,1.2958457773493137e-05,2.1504143660422415e-05,1.5198141227301676e-05,1.5198141227301676e-05,3.179007035214454e-05,1.3388558727456257e-05,1.7892467440105975e-05,2.4544302505091764e-05,1.6312545994878747e-05,1.5198141227301676e-05,1.1169000799782225e-06,5.191597665543668e-06,0.0,0.0,0.0,False,0.7585768699645996,"[240, 68, 64, 223]","[""7897462346"", ""10771238614"", ""10701841844"", ""5906878321""]","[""_"", ""_"", ""_"", ""_""]"
144k,flickr,107,13447842855,_,5.263646744424477e-05,9.670225699665025e-05,6.780553667340428e-05,2.0722767658298835e-05,7.22055701771751e-05,4.800343231181614e-05,2.602297354314942e-05,3.6222591006662697e-05,2.3246107957675122e-05,2.0722767658298835e-05,1.990406417462509e-06,7.345614721998572e-05,4.708276901510544e-05,0.4375,0.0,True,0.24038846790790558,"[208, 197, 113, 56]","[""5006362787"", ""4576746825"", ""14172932360"", ""10557361454""]","[""_"", ""_"", ""_"", ""_""]"
